koi_disposition,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_time0,koi_time0_err1,koi_time0_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_srho,koi_srho_err1,koi_srho_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_incl,koi_teq,koi_insol,koi_insol_err1,koi_insol_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_ldm_coeff4,koi_ldm_coeff3,koi_ldm_coeff2,koi_ldm_coeff1,koi_max_sngle_ev,koi_max_mult_ev,koi_model_snr,koi_count,koi_num_transits,koi_tce_plnt_num,koi_bin_oedp_sig,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,ra,dec,koi_kepmag,koi_gmag,koi_rmag,koi_imag,koi_zmag,koi_jmag,koi_hmag,koi_kmag,koi_fwm_stat_sig,koi_fwm_sra,koi_fwm_sra_err,koi_fwm_sdec,koi_fwm_sdec_err,koi_fwm_srao,koi_fwm_srao_err,koi_fwm_sdeco,koi_fwm_sdeco_err,koi_fwm_prao,koi_fwm_prao_err,koi_fwm_pdeco,koi_fwm_pdeco_err,koi_dicco_mra,koi_dicco_mra_err,koi_dicco_mdec,koi_dicco_mdec_err,koi_dicco_msky,koi_dicco_msky_err,koi_dikco_mra,koi_dikco_mra_err,koi_dikco_mdec,koi_dikco_mdec_err,koi_dikco_msky,koi_dikco_msky_err,label
FALSE POSITIVE,0,1,1,0,1.465943491,5.604e-06,-5.604e-06,132.32801,0.00324,-0.00324,2454965.328,0.00324,-0.00324,0.211,0.245,-0.211,1.513,0.117,-0.117,52.3,4.1,-4.1,0.00669,0.000373,-0.000271,3.43932,0.79659,-1.61643,1.6,0.31,-0.57,0.0271,88.34,2472.0,8804.6,5152.88,-5557.89,7.31,1.7,-1.7,0.0,0.0,0.3036,0.3098,6.695679,12.934267,15.8,1,365.0,1.0,0.4213,6230.0,171.0,-171.0,3.847,0.3,-0.1,-0.26,0.3,-0.3,2.19,0.422,-0.784,1.229,0.218,-0.218,297.3176,48.239368,13.147,13.514,13.101,12.99,12.966,12.124,11.836,11.85,0.0,19.82153,2.5e-05,48.2441,0.00026,12.8,0.91,17.02,0.92,-0.000829,6e-05,-0.001117,6.1e-05,5.01,0.16,6.33,0.11,8.07,0.16,5.17,0.15,6.34,0.1,8.18,0.15,1
CONFIRMED,0,0,0,0,28.45489091,2.486e-05,-2.486e-05,176.706265,0.00067,-0.00067,2455009.706,0.00067,-0.00067,0.5,0.061,-0.352,8.1593,0.0576,-0.0576,1418.6,6.7,-6.7,0.035375,0.001694,-0.000702,0.32991,0.16761,-0.01527,6.08,0.34,-0.43,0.1993,88.82,769.0,82.7,14.47,-14.61,24.17,6.1,-6.1,0.0,0.0,0.3061,0.3279,36.46606,193.47043,244.7,3,48.0,1.0,0.4957,6206.0,80.0,-74.0,4.159,0.048,-0.032,0.22,0.15,-0.2,1.573,0.089,-0.111,1.305,0.053,-0.093,295.48651,51.0135,11.684,11.967,11.628,11.563,11.545,10.708,10.472,10.429,0.532,19.69910348,9.5e-07,51.013482,1.1e-05,0.094,0.032,-0.065,0.041,3.2e-05,5.2e-05,-2.6e-05,6.9e-05,0.081,0.086,0.02,0.12,0.084,0.097,0.215,0.085,0.13,0.13,0.25,0.11,0
CONFIRMED,0,0,0,0,1.952711161,2.256e-06,-2.256e-06,133.160986,0.000967,-0.000967,2454966.161,0.000967,-0.000967,0.962,0.024,-0.682,0.872,0.0356,-0.0356,403.0,18.9,-18.9,0.024933,0.000925,-0.006212,1.13937,46.11599,-1.66903,2.58,0.76,-0.26,0.0308,80.96,1403.0,917.15,792.53,-264.45,6.12,3.1,-3.1,0.0,0.0,0.2602,0.4096,4.4202523,21.784075,30.7,1,684.0,1.0,0.9188,5741.0,154.0,-188.0,4.495,0.052,-0.208,0.12,0.25,-0.3,0.946,0.279,-0.093,1.02,0.111,-0.122,292.42749,38.472912,14.575,15.133,14.514,14.336,14.265,13.324,12.983,12.841,0.018,19.4951637,9.6e-06,38.47254,0.00012,-0.13,0.4,-1.34,0.44,4e-05,0.00014,0.00021,0.00015,-0.06,0.17,0.04,0.15,0.07,0.18,-0.06,0.16,0.03,0.14,0.06,0.17,0
FALSE POSITIVE,0,0,1,1,0.620739667,1.788e-06,-1.788e-06,132.10051,0.00221,-0.00221,2454965.101,0.00221,-0.00221,1.158,0.522,-0.084,2.477,0.116,-0.116,108.2,4.2,-4.2,0.167382,0.517767,-0.082388,0.08374,0.1456,-0.02262,29.28,8.35,-8.35,0.0154,14.24,2947.0,17924.29,14584.77,-9905.59,1.195,0.519,-0.519,0.0,0.0,0.31,0.2931,3.8124278,21.807358,30.8,1,2156.0,1.0,0.9833,6559.0,155.0,-214.0,4.133,0.214,-0.175,-0.18,0.25,-0.3,1.602,0.457,-0.457,1.277,0.172,-0.214,299.50751,40.477428,12.878,13.196,12.819,12.741,12.661,11.841,11.656,11.551,0.0,19.9671471,9.5e-06,40.47571,0.0001,-0.8,0.39,-6.21,0.36,8.7e-05,2.3e-05,0.000328,2.1e-05,0.653,0.071,-9.016,0.081,9.04,0.081,0.71,0.072,-9.058,0.078,9.086,0.079,1
FALSE POSITIVE,0,0,1,0,0.587470828,9.21e-07,-9.21e-07,131.49788,0.00132,-0.00132,2454964.498,0.00132,-0.00132,1.161,0.784,-0.001,2.4382,0.0828,-0.0828,193.8,4.9,-4.9,0.175174,0.778835,-0.001077,0.0976,0.27771,-0.02604,51.02,13.94,-32.52,0.0147,16.62,3434.0,33039.47,28042.53,-29200.74,1.212,0.575,-0.575,0.0,0.0,0.2841,0.3542,3.89145,15.010525,48.3,1,1136.0,1.0,0.9771,5787.0,193.0,-176.0,3.678,0.756,-0.178,-0.42,0.35,-0.25,2.667,0.729,-1.7,1.236,0.166,-0.386,299.06491,41.508301,13.744,14.354,13.719,13.482,13.323,12.355,12.072,11.988,0.0,19.937672,1.2e-05,41.50885,0.00013,0.46,0.47,1.99,0.48,-3.4e-05,4.8e-05,-0.000214,4.9e-05,0.18,0.22,0.77,0.22,0.79,0.25,0.17,0.22,0.78,0.23,0.8,0.26,1
FALSE POSITIVE,0,1,1,1,0.934924739,3.859e-06,-3.859e-06,132.17846,0.00327,-0.00327,2454965.178,0.00327,-0.00327,0.309,0.173,-0.309,2.052,0.119,-0.119,73.8,4.6,-4.6,0.007993,0.000386,-0.000307,0.85111,0.40217,-0.25588,2.29,0.37,-0.86,0.0215,84.79,3156.0,23533.0,11752.86,-15294.58,3.4,1.6,-1.6,0.0,0.0,0.31,0.2931,4.3747516,23.09775,20.3,1,1139.0,1.0,0.7182,6477.0,176.0,-176.0,3.781,0.312,-0.098,-0.2,0.3,-0.25,2.628,0.422,-0.985,1.519,0.192,-0.357,299.62952,47.479809,12.31,12.631,12.274,12.173,12.142,11.387,11.154,11.138,,,,,,107.74,0.68,-58.6,0.6,-0.005259,3.3e-05,,,12.45,0.11,-9.037,0.073,15.381,0.097,12.33,0.1,-9.103,0.074,15.326,0.091,1
FALSE POSITIVE,0,1,1,1,25.7054557,0.0002768,-0.0002768,156.66709,0.00838,-0.00838,2454989.667,0.00838,-0.00838,0.722,28.08,-0.27,6.059,0.327,-0.327,266.3,9.6,-9.6,0.016043,27.78949,-0.009113,0.35719,0.6967,-0.35569,1.75,0.56,-0.18,0.1734,88.22,670.0,47.76,44.67,-14.41,23.2,11.3,-11.3,0.0,0.0,0.3058,0.3071,5.8489003,21.014833,27.6,1,52.0,1.0,0.9955,6326.0,169.0,-207.0,4.459,0.054,-0.216,-0.32,0.25,-0.3,1.001,0.32,-0.107,1.047,0.146,-0.133,297.98141,39.900162,13.859,14.242,13.828,13.695,13.672,12.829,12.552,12.555,0.0,19.864424,1.2e-05,39.86543,0.00014,-41.59,0.51,-125.01,0.52,0.01285,0.00029,0.03822,0.00035,-5.24,0.12,-9.64,0.3,10.97,0.27,-5.2,0.12,-9.67,0.3,10.98,0.27,1
CONFIRMED,0,0,0,0,3.84822189,1.659e-05,-1.659e-05,131.9185,0.00351,-0.00351,2454964.919,0.00351,-0.00351,0.368,0.102,-0.368,2.013,0.107,-0.107,203.9,13.8,-13.8,0.013198,0.000489,-0.000711,3.35787,1.13234,-1.2547,1.72,0.28,-0.21,0.0495,88.47,1283.0,641.53,273.17,-176.3,13.8,4.7,-4.7,0.0,0.0,0.2826,0.3729,3.6077783,14.959467,17.6,1,270.0,1.0,0.4894,5927.0,71.0,-83.0,4.323,0.105,-0.116,0.16,0.15,-0.15,1.193,0.198,-0.148,1.094,0.073,-0.073,286.25443,41.02187,14.919,15.306,14.855,14.753,14.698,13.812,13.567,13.464,0.0,19.083651,2.1e-05,41.02122,0.00025,0.94,0.88,-2.35,0.91,-0.00015,0.00016,0.0004,0.00017,0.25,0.25,-0.26,0.32,0.36,0.29,0.27,0.25,-0.28,0.33,0.39,0.3,0
CONFIRMED,0,0,0,0,2.37752442,1.351e-05,-1.351e-05,133.39854,0.00477,-0.00477,2454966.399,0.00477,-0.00477,0.256,0.217,-0.256,2.307,0.127,-0.127,32.1,2.3,-2.3,0.005152,0.000253,-0.000267,1.51434,0.14092,-0.69752,0.53,0.07,-0.03,0.0351,88.09,1278.0,632.62,251.89,-110.32,7.677,0.714,-0.714,0.0,0.0,0.224,0.4695,4.076827,14.03587,15.9,1,563.0,1.0,0.0025,5615.0,101.0,-123.0,4.505,0.03,-0.12,0.24,0.15,-0.15,0.936,0.132,-0.047,1.022,0.043,-0.074,294.86688,46.790562,12.258,12.735,12.186,12.054,11.968,11.064,10.738,10.642,0.022,19.657762,2e-05,46.7904,0.00019,-1.14,0.73,-0.58,0.68,4e-05,2.1e-05,1.5e-05,2e-05,-0.81,0.44,-0.36,0.54,0.89,0.46,-0.63,0.44,-0.46,0.54,0.78,0.48,0
FALSE POSITIVE,0,0,1,0,2.62838097,1.773e-05,-1.773e-05,131.62343,0.00578,-0.00578,2454964.623,0.00578,-0.00578,0.087,0.37,-0.087,3.193,0.181,-0.181,89.9,6.8,-6.8,0.00862,0.000485,-0.000349,0.69966,0.06918,-0.3226,1.01,0.29,-0.14,0.0381,89.21,1375.0,846.09,709.78,-287.16,6.346,0.627,-0.627,0.0,0.0,0.2826,0.3729,4.143202,13.935052,15.3,1,517.0,1.0,0.6162,5884.0,156.0,-191.0,4.408,0.084,-0.196,0.16,0.2,-0.3,1.07,0.307,-0.141,1.07,0.122,-0.136,299.35519,40.43306,14.037,14.561,13.978,13.812,13.731,12.835,12.552,12.457,0.0,19.957389,1.8e-05,40.43608,0.00019,15.5,0.74,10.88,0.7,-0.001403,7.1e-05,-0.001065,6.6e-05,8.602,0.069,3.233,0.073,9.189,0.07,8.643,0.07,3.4,0.073,9.288,0.071,1
CONFIRMED,0,0,0,0,1.877878538,7.377e-06,-7.377e-06,132.26131,0.00326,-0.00326,2454965.261,0.00326,-0.00326,0.248,0.211,-0.248,2.39,0.101,-0.101,47.5,2.8,-2.8,0.006379,0.000247,-0.000266,1.09423,0.3538,-0.28781,0.78,0.17,-0.1,0.03,87.58,1701.0,1977.35,1248.88,-642.81,5.89,1.9,-1.9,0.0,0.0,0.3058,0.3071,3.5884647,17.19369,20.6,1,714.0,1.0,0.5329,6324.0,150.0,-188.0,4.352,0.096,-0.144,-0.28,0.25,-0.3,1.115,0.244,-0.142,1.017,0.148,-0.111,290.69373,48.701481,13.295,13.639,13.239,13.148,13.103,12.25,11.956,11.919,0.009,19.379546,1.9e-05,48.70155,0.00017,-1.27,0.67,0.26,0.6,6.6e-05,2.9e-05,-1.7e-05,2.6e-05,0.18,0.18,0.7,0.29,0.73,0.29,0.27,0.2,0.67,0.31,0.72,0.31,0
CANDIDATE,0,0,0,0,3.375716723,9.059e-06,-9.059e-06,134.21319,0.00223,-0.00223,2454967.213,0.00223,-0.00223,0.982,0.044,-0.703,1.5436,0.0933,-0.0933,175.7,10.5,-10.5,0.016741,0.002012,-0.004826,0.15164,17.38352,-0.66554,2.34,0.72,-0.41,0.0458,77.4,1472.0,1111.66,993.91,-454.54,4.5,2.2,-2.2,0.0,0.0,0.302,0.319,4.1968236,16.681965,20.2,1,394.0,1.0,0.4987,6310.0,170.0,-208.0,4.273,0.136,-0.204,-0.08,0.25,-0.3,1.282,0.391,-0.228,1.122,0.181,-0.131,290.48007,38.136688,13.91,14.303,13.852,13.742,13.662,12.828,12.584,12.537,0.027,19.365328,1.3e-05,38.1366,0.00017,-0.45,0.54,-0.31,0.61,0.00016,8.5e-05,3.4e-05,9.6e-05,-0.37,0.22,-0.25,0.32,0.44,0.28,-0.17,0.2,-0.15,0.32,0.23,0.28,2
CONFIRMED,0,0,0,0,35.3331932,0.0002248,-0.0002248,153.98249,0.00489,-0.00489,2454986.982,0.00489,-0.00489,0.656,0.27,-0.433,5.966,0.128,-0.128,99.7,3.6,-3.6,0.009621,0.001981,-0.000541,0.63393,0.68327,-0.46644,1.55,0.1,-0.08,0.2143,88.92,670.0,47.52,9.21,-7.21,34.7,12.5,-12.5,0.0,0.0,0.2638,0.4046,6.183318,17.986431,28.8,3,35.0,3.0,0.6739,5788.0,78.0,-78.0,4.122,0.033,-0.027,0.1,0.15,-0.15,1.474,0.094,-0.079,1.05,0.126,-0.068,291.38599,41.990269,11.197,11.585,11.125,11.03,10.992,10.081,9.804,9.768,0.199,19.425742,1.3e-05,41.99037,0.00016,0.41,0.51,0.37,0.57,-7e-06,5e-05,-5e-05,5.5e-05,-0.31,0.55,-0.08,0.63,0.32,0.6,0.07,0.52,-0.4,0.64,0.4,0.62,0
CONFIRMED,0,0,0,0,15.0896415,4.664e-05,-4.664e-05,175.95371,0.00233,-0.00233,2455008.954,0.00233,-0.00233,0.02,0.385,-0.02,4.3349,0.0675,-0.0675,77.8,2.9,-2.9,0.008074,0.00025,-0.000185,1.60067,0.23057,-0.42736,1.42,0.09,-0.06,0.1231,89.96,968.0,207.64,39.38,-27.56,26.81,3.9,-3.9,0.0,0.0,0.291,0.3469,3.9642375,14.985938,29.5,2,91.0,1.0,0.994,6063.0,85.0,-73.0,4.061,0.03,-0.03,-0.1,0.1,-0.1,1.613,0.098,-0.074,1.092,0.078,-0.05,282.49222,43.980209,11.39,11.697,11.315,11.258,11.241,10.373,10.094,10.109,0.655,18.832815,1.9e-05,43.98032,0.00014,0.01,0.73,0.41,0.5,1e-06,3.6e-05,-1.2e-05,2.5e-05,0.55,0.78,0.36,0.39,0.66,0.63,0.71,0.65,0.48,0.43,0.86,0.59,0
CONFIRMED,0,0,0,0,5.30873978,4.55e-05,-4.55e-05,134.25061,0.0064,-0.0064,2454967.251,0.0064,-0.0064,0.173,0.275,-0.173,3.018,0.175,-0.175,127.5,9.1,-9.1,0.010322,0.000503,-0.000439,1.61153,0.20513,-0.74278,1.08,0.33,-0.12,0.0598,89.26,1042.0,279.21,254.05,-82.77,13.39,1.7,-1.7,0.0,0.0,0.2889,0.3511,3.5911748,13.079889,16.7,1,256.0,1.0,0.3333,5914.0,158.0,-193.0,4.483,0.054,-0.216,-0.06,0.25,-0.3,0.955,0.297,-0.099,1.011,0.127,-0.127,286.95844,42.541382,14.699,15.191,14.637,14.488,14.449,13.444,13.165,13.072,0.132,19.13056,2.1e-05,42.54116,0.00024,-0.06,0.83,-0.78,0.87,1e-05,0.0001,0.00012,0.00011,-0.22,0.31,-1.2,0.59,1.22,0.56,-0.23,0.31,-0.92,0.59,0.95,0.54,0
CONFIRMED,0,0,0,0,3.89524296,1.753e-05,-1.753e-05,131.85929,0.00339,-0.00339,2454964.859,0.00339,-0.00339,0.224,0.237,-0.224,1.689,0.109,-0.109,189.0,13.7,-13.7,0.012309,0.000618,-0.000692,6.56781,1.07816,-3.16847,1.13,0.04,-0.09,0.0449,89.26,956.0,197.66,30.36,-38.07,17.4,2.9,-2.9,0.0,0.0,0.1496,0.5746,5.312453,13.950386,16.2,1,279.0,1.0,0.7032,5018.0,83.0,-75.0,4.492,0.077,-0.028,0.14,0.15,-0.15,0.838,0.033,-0.062,0.795,0.06,-0.026,293.79358,40.240929,14.756,15.473,14.708,14.448,14.285,13.288,12.801,12.712,0.74,19.586251,2.5e-05,40.24112,0.00024,0.5,1.0,0.68,0.86,-6e-05,0.00019,-5e-05,0.00016,-0.01,0.27,0.15,0.31,0.15,0.31,0.2,0.2,0.46,0.32,0.5,0.31,0
CONFIRMED,0,0,0,0,0.740926358,1.837e-06,-1.837e-06,131.91163,0.00206,-0.00206,2454964.912,0.00206,-0.00206,0.202,0.257,-0.202,1.0163,0.0686,-0.0686,195.5,11.8,-11.8,0.012828,0.000413,-0.000704,5.92553,0.16655,-3.11853,1.22,0.3,-0.13,0.0153,87.91,1873.0,2909.21,2097.9,-879.59,5.561,0.156,-0.156,0.0,0.0,0.2434,0.4341,3.589886,14.914763,20.0,1,1760.0,1.0,0.9967,5618.0,152.0,-169.0,4.494,0.072,-0.168,-0.18,0.3,-0.3,0.874,0.213,-0.098,0.87,0.104,-0.085,289.19547,46.651699,15.918,16.506,15.882,15.666,15.553,14.319,13.949,13.984,0.068,19.279698,1.9e-05,46.65174,0.00018,0.06,0.72,0.16,0.64,-0.00011,0.0001,-9.3e-05,9.3e-05,1.33,0.26,0.12,0.21,1.34,0.26,0.35,0.18,-0.46,0.34,0.58,0.31,0
CANDIDATE,0,0,0,0,75.8580035,0.0007744,-0.0007744,165.5543,0.00858,-0.00858,2454998.554,0.00858,-0.00858,0.935,0.024,-0.662,5.382,0.24,-0.24,1148.4,77.1,-77.1,0.040531,0.001204,-0.009985,0.39283,6.9204,-0.21206,2.72,0.27,-0.22,0.3029,88.91,281.0,1.47,0.58,-0.41,49.3,24.1,-24.1,0.0,0.0,0.0833,0.6584,4.347937,8.4362,16.1,2,12.0,3.0,0.2074,4474.0,156.0,-171.0,4.67,0.032,-0.044,-0.3,0.3,-0.3,0.614,0.062,-0.05,0.645,0.062,-0.062,297.59085,40.81496,15.398,16.408,15.336,14.966,14.788,13.685,13.066,12.971,0.001,19.8393561,8.6e-06,40.81423,0.00017,-1.39,0.35,-2.62,0.61,0.00037,0.00048,-0.00116,0.00076,0.37,0.27,2.61,0.96,2.64,0.96,-1.0,0.33,-2.95,0.73,3.11,0.7,2
FALSE POSITIVE,0,0,1,1,1.352564873,7.257e-06,-7.257e-06,132.04752,0.00441,-0.00441,2454965.048,0.00441,-0.00441,0.669,0.025,-0.514,3.469,0.124,-0.124,56.7,2.0,-2.0,0.007307,0.001363,-0.000322,0.13961,0.17632,-0.01232,1.45,0.31,-0.45,0.0247,73.68,2447.0,8505.97,5316.7,-4905.44,2.38,1.0,-1.0,0.0,0.0,0.3025,0.2923,3.825432,16.116426,34.9,1,987.0,1.0,0.0001,6463.0,175.0,-175.0,3.959,0.287,-0.123,-0.5,0.3,-0.3,1.823,0.38,-0.57,1.103,0.192,-0.157,291.30753,44.457619,12.709,13.012,12.671,12.579,12.57,11.727,11.491,11.446,0.0,19.420634,1.5e-05,44.45944,0.00018,5.1,0.59,6.55,0.64,-0.000171,2e-05,-0.000218,2.1e-05,9.97,0.99,9.62,0.91,13.9,1.3,9.9,1.0,9.69,0.95,13.8,1.3,1
FALSE POSITIVE,0,0,1,0,7.72768833,4.069e-05,-4.069e-05,136.19387,0.00462,-0.00462,2454969.194,0.00462,-0.00462,0.203,0.258,-0.203,2.06,0.165,-0.165,404.8,34.3,-34.3,0.018376,0.001162,-0.000757,7.41883,1.95441,-3.73878,1.89,0.53,-0.23,0.0752,89.59,899.0,154.46,132.66,-50.41,28.61,7.5,-7.5,0.0,0.0,0.2676,0.3928,4.6941667,12.786533,14.6,1,129.0,1.0,0.7136,5765.0,173.0,-190.0,4.468,0.067,-0.189,-0.08,0.3,-0.3,0.94,0.268,-0.115,0.946,0.114,-0.102,292.90903,40.152039,15.648,16.222,15.574,15.402,15.236,14.382,13.952,13.919,0.0,19.527233,2.2e-05,40.15269,0.00025,-1.48,0.92,2.32,0.91,0.00056,0.00038,-0.00113,0.00037,-0.01,0.22,2.98,0.28,2.98,0.28,-0.06,0.22,2.64,0.31,2.64,0.31,1
CONFIRMED,0,0,0,0,37.3033197,0.0005879,-0.0005879,133.3072,0.0124,-0.0124,2454966.307,0.0124,-0.0124,0.908,0.033,-0.638,7.793,0.233,-0.233,551.7,32.3,-32.3,0.025857,0.001805,-0.004592,0.07304,0.76372,-0.02791,2.31,0.57,-0.25,0.2082,87.03,493.0,14.0,10.85,-4.22,17.51,8.7,-8.7,0.0,0.0,0.2787,0.3728,5.313362,17.627789,19.5,1,30.0,1.0,0.7216,5646.0,186.0,-186.0,4.55,0.053,-0.158,-0.28,0.3,-0.3,0.817,0.203,-0.087,0.864,0.097,-0.088,297.19928,41.226429,15.527,16.143,15.502,15.263,15.168,14.197,13.791,13.731,0.001,19.81325,1.9e-05,41.22652,0.0002,-1.43,0.76,0.34,0.73,0.00105,0.00042,-0.00025,0.0004,-0.2,0.55,-0.15,0.24,0.25,0.52,-0.02,0.46,-0.15,0.58,0.15,0.58,0
CANDIDATE,0,0,0,0,10.16435076,8.658e-05,-8.658e-05,136.43034,0.00633,-0.00633,2454969.43,0.00633,-0.00633,0.915,0.002,-0.65,6.017,0.166,-0.166,37.7,2.3,-2.3,0.00674,2.9e-05,-0.001241,0.03068,0.33825,-0.00324,1.99,0.31,-0.6,0.1028,80.45,1389.0,879.94,390.9,-483.9,5.51,2.6,-2.6,0.0,0.0,0.3044,0.3135,3.4880872,11.836137,18.4,1,132.0,1.0,0.3063,6133.0,134.0,-121.0,3.718,0.224,-0.096,-0.14,0.2,-0.15,2.71,0.409,-0.818,1.401,0.15,-0.244,286.58014,45.163822,11.912,11.906,11.845,,,10.543,10.349,10.293,0.009,19.105322,1.2e-05,45.16396,0.00016,-0.75,0.47,0.5,0.58,2.6e-05,1.7e-05,-2.2e-05,2.1e-05,-0.36,0.33,-0.84,0.46,0.92,0.42,-0.36,0.32,-0.93,0.44,1.0,0.41,2
FALSE POSITIVE,0,1,1,1,31.9729501,0.0002964,-0.0002964,133.88218,0.00809,-0.00809,2454966.882,0.00809,-0.00809,0.773,0.134,-0.773,9.41,1.4,-1.4,156.3,12.4,-12.4,0.012524,0.00693,-0.001742,0.09047,0.2991,-0.06834,2.41,0.4,-0.56,0.2157,87.39,757.0,77.49,34.21,-34.26,16.97,8.0,-8.0,0.0,0.0,0.2865,0.3671,5.99211,23.479935,38.3,1,43.0,1.0,0.8032,6007.0,81.0,-81.0,4.064,0.174,-0.101,0.2,0.15,-0.1,1.759,0.297,-0.409,1.311,0.12,-0.173,292.11945,44.657928,12.567,12.935,12.497,12.41,12.368,11.471,11.177,11.12,0.0,19.4746453,9.3e-06,44.658226,9.9e-05,0.56,0.36,1.07,0.36,-0.000124,6.4e-05,-0.000223,6.5e-05,2.38,0.6,1.17,0.68,2.65,0.7,2.24,0.68,0.89,0.78,2.41,0.69,1
CONFIRMED,0,0,0,0,14.8877665,7.764e-05,-7.764e-05,141.95432,0.00449,-0.00449,2454974.954,0.00449,-0.00449,0.795,0.134,-0.576,4.981,0.131,-0.131,252.5,10.2,-10.2,0.016055,0.002479,-0.001502,0.25852,0.76161,-0.03825,1.96,0.6,-0.33,0.1186,86.85,831.0,112.85,101.75,-44.05,14.47,7.1,-7.1,0.0,0.0,0.3032,0.3147,5.018683,27.454082,28.4,1,91.0,1.0,0.2182,6143.0,164.0,-200.0,4.344,0.132,-0.198,-0.2,0.25,-0.3,1.116,0.344,-0.185,1.001,0.166,-0.111,289.06485,50.460972,13.914,14.313,13.849,13.742,13.638,12.788,12.468,12.374,0.375,19.270988,1.2e-05,50.46095,0.00012,-0.11,0.41,-0.06,0.45,-0.00012,0.00011,2e-05,0.00012,0.54,0.27,-0.48,0.32,0.73,0.26,0.15,0.27,-0.31,0.29,0.34,0.26,0
CONFIRMED,0,0,0,0,4.52158614,2.29e-05,-2.29e-05,133.21804,0.00385,-0.00385,2454966.218,0.00385,-0.00385,0.203,0.251,-0.203,3.4702,0.0988,-0.0988,106.2,4.7,-4.7,0.009333,0.000379,-0.00029,0.88677,0.15553,-0.26285,1.31,0.21,-0.24,0.0529,88.82,1214.0,513.68,211.55,-192.64,9.86,1.7,-1.7,0.0,0.0,0.2286,0.4641,4.3940063,22.59492,26.2,1,292.0,1.0,0.9184,5576.0,83.0,-75.0,4.201,0.182,-0.112,0.16,0.15,-0.15,1.289,0.198,-0.242,0.963,0.073,-0.053,284.67538,44.41777,13.836,14.28,13.768,13.645,13.589,12.695,12.348,12.305,0.592,18.978369,1.4e-05,44.41781,0.00014,0.36,0.56,0.14,0.49,-3.4e-05,5.5e-05,-1.4e-05,4.9e-05,-0.27,0.29,0.28,0.2,0.39,0.25,-0.24,0.29,0.32,0.21,0.4,0.24,0
FALSE POSITIVE,0,0,1,0,2.007750531,6.509e-06,-6.509e-06,132.57843,0.00265,-0.00265,2454965.578,0.00265,-0.00265,0.42,0.05,-0.407,2.0715,0.0886,-0.0886,352.0,19.0,-19.0,0.017357,0.000451,-0.000888,1.53788,0.63651,-0.41931,1.64,0.37,-0.16,0.0308,86.51,1319.0,716.79,489.85,-198.02,6.89,2.9,-2.9,0.0,0.0,0.2622,0.4035,4.07061,18.92589,21.8,1,528.0,1.0,0.9236,5645.0,169.0,-169.0,4.549,0.04,-0.16,0.0,0.25,-0.3,0.865,0.193,-0.083,0.965,0.083,-0.115,295.33014,39.16254,15.664,16.222,15.588,15.425,15.308,14.354,13.999,14.006,0.0,19.68888,1.8e-05,39.16027,0.00019,8.5,0.77,-8.16,0.69,-0.00287,0.00027,0.00269,0.00024,3.7,0.12,-4.3,0.12,5.67,0.15,3.64,0.11,-4.27,0.1,5.61,0.13,1
CONFIRMED,0,0,0,0,7.03146295,3.69e-05,-3.69e-05,134.4525,0.00408,-0.00408,2454967.453,0.00408,-0.00408,0.014,0.433,-0.014,5.922,0.112,-0.112,85.4,2.7,-2.7,0.008449,0.000268,-0.000196,0.29459,0.01659,-0.09956,1.38,0.25,-0.22,0.0779,89.91,1194.0,480.26,239.2,-172.62,9.165,0.516,-0.516,0.0,0.0,0.3061,0.3279,13.424034,24.501652,33.8,4,193.0,1.0,0.3094,6170.0,110.0,-135.0,4.192,0.137,-0.125,0.24,0.15,-0.15,1.499,0.272,-0.245,1.282,0.091,-0.114,289.92145,46.74456,12.805,13.129,12.743,12.666,12.635,11.83,11.575,11.537,0.0,19.32807,1.1e-05,46.744838,0.0001,-1.0,0.4,1.0,0.36,8.7e-05,3.4e-05,-8.2e-05,3e-05,0.0,0.24,0.42,0.24,0.42,0.24,-0.01,0.25,0.38,0.24,0.38,0.24,0
